LotArea,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,GarageArea,SalePrice
14226,375,1935,1973,1973,895,395000
4500,320,1204,1204,1204,412,162000
11210,240,1614,1614,1614,865,221500
13350,0,864,894,894,440,142500
8400,320,0,2020,2020,630,144000
10530,90,975,1004,1004,504,135000
7875,38,1237,1253,1253,402,176000
7153,0,761,810,1603,484,175900
16285,0,1413,1430,1430,605,187100
9101,104,1097,1110,1110,602,165500
6300,0,742,742,1484,0,128000
9790,0,1372,1342,1342,457,161500
10800,0,686,966,1652,416,139000
10142,0,956,956,2084,618,233000
6000,0,901,901,901,281,107900
12205,157,832,976,2087,444,187500
3182,11,1145,1145,1145,397,160200
11333,0,1029,1062,1062,539,146800
9920,0,1117,1127,2013,455,269790
9158,140,1496,1496,1496,474,225000
10832,0,712,1086,1895,409,194500
8400,130,650,888,1564,476,171000
8197,148,660,1285,1285,528,143500
7677,0,773,773,773,240,110000
13518,860,1926,1966,3140,820,485000
7200,252,731,981,1768,240,175000
12798,0,616,616,1688,603,200000
4800,0,1196,1196,1196,440,109900
8199,0,728,728,1456,410,189000
13891,424,1734,1734,2822,1020,582933
9000,0,936,1128,1128,286,118000
12274,256,1417,1428,1428,554,227680
9750,0,980,980,980,384,135500
21384,0,1324,1072,1576,528,223500
13400,1047,1024,1086,1086,484,159950
8100,0,849,1075,2138,360,106000
10140,99,1040,1309,1309,484,181000
4438,169,848,848,848,420,144500
8712,0,540,1044,1044,504,55993
9750,243,1442,1442,1442,301,157900
8248,0,686,686,1250,280,116000
12137,442,1649,1661,1661,598,224900
11425,0,1008,1008,1008,275,137000
13265,148,1568,1689,1689,857,271000
8816,80,1010,1052,1052,440,155000
6371,128,1358,1358,1358,484,224000
7226,0,798,798,1640,595,183000
6000,0,936,936,936,576,93000
12394,0,847,847,1733,433,225000
9900,0,778,944,1489,240,139500
11216,0,1489,1489,1489,776,232600
14803,816,2078,2084,2084,1220,385000
6130,0,784,784,784,0,109500
8529,0,1454,1434,1434,527,189000
28698,0,1013,1160,2126,538,185000
2544,0,600,520,1223,480,147400
11900,387,1392,1392,1392,458,166000
3180,0,600,520,1200,480,151000
9548,223,941,941,1829,613,237000
10004,180,1516,1516,1516,472,167000
7875,136,1144,1144,1144,456,139950
9600,0,1067,1067,1067,436,128000
8100,0,1559,1559,1559,812,153500
1680,158,483,483,987,264,100000
9525,0,1099,1099,1099,352,144000
11767,0,768,768,1200,240,130500
12155,0,672,810,1482,400,140000
10440,0,650,958,1539,686,157500
9020,183,1127,1165,1165,490,174900
8000,0,1800,1800,1800,0,141000
12665,0,876,876,1416,720,153900
16647,0,1390,1701,1701,611,171000
9317,137,740,1006,1775,425,213000
15523,0,864,864,864,338,133500
45600,0,907,1307,2358,360,240000
9600,360,528,1094,1855,512,187000
4435,170,848,848,848,420,131500
3196,40,1273,1456,1456,400,215000
7128,0,918,918,1646,240,164000
12095,115,1127,1445,1445,645,158000
17920,0,1763,1779,1779,454,170000
6897,0,1040,1040,1040,260,127000
10970,0,940,1026,1026,576,147000
8125,0,702,702,1481,343,174000
10400,189,1090,1370,1370,479,152000
11029,220,1054,1512,2654,619,250000
7642,0,912,912,1426,216,189950
11625,0,1039,1039,1039,504,131500
9672,0,1040,1097,1097,480,152000
7931,0,1148,1148,1148,672,132500
8640,0,1372,1372,1372,529,250580
8750,76,1002,1002,1002,902,148500
10656,274,1638,1646,1646,870,248900
6970,0,1040,1120,1120,544,129000
14762,0,0,1547,2320,672,169000
9938,246,1050,1062,1949,574,236000
6600,0,894,894,894,308,109500
8750,116,804,804,1682,523,200500
8892,0,105,910,910,414,116000
12144,0,832,1036,1268,288,133000
5720,0,676,676,1131,200,66500
9000,0,1184,1184,2610,550,303477
25286,0,1064,1040,1040,648,132250
8834,216,1462,1462,2224,738,350000
11782,0,1109,1155,1155,576,148000
7000,90,864,864,864,336,136500
7024,0,1090,1090,1090,450,157000
13758,117,1156,1187,1717,400,187500
9636,0,808,808,1593,389,178000
6204,0,795,954,2230,440,118500
7150,60,892,892,892,288,100000
5119,60,1698,1709,1709,506,328900
8393,122,1626,1712,1712,588,145000
16466,0,816,872,1393,300,135500
15865,0,2217,2217,2217,621,268000
12160,90,1505,1505,1505,505,149500
8064,0,672,672,924,576,122900
11184,92,918,918,1683,440,172500
8414,0,1059,1068,1068,264,154500
13284,0,1383,1383,1383,354,165000
7018,0,0,1535,1535,400,118858
7056,415,780,983,1796,483,140000
8765,0,951,951,951,327,106500
7018,0,0,1120,2240,528,142953
12919,760,2330,2364,2364,820,611657
6993,0,912,1236,1236,288,135000
7340,0,858,858,858,684,110000
8712,0,992,1306,1306,756,153000
7875,0,783,807,1509,393,180000
14859,27,1670,1670,1670,690,240000
6173,75,876,902,902,288,125500
9920,110,1056,1063,1063,280,128000
13501,208,1623,1636,1636,865,255000
11500,0,1017,1020,2057,180,250000
8885,0,864,902,902,484,131000
12589,0,742,742,1484,390,174000
11600,361,1105,1105,2274,480,154300
9286,0,1268,1268,1268,252,143500
6120,0,768,1015,1015,450,88000
6270,0,1001,1001,2002,871,145000
3000,76,612,612,1224,528,173733
2001,80,546,546,1092,286,75000
9000,0,480,480,480,308,35311
17140,0,1134,1229,1229,284,135000
13125,0,1104,912,2127,833,238000
11029,0,1184,1414,1414,601,176500
8462,105,928,936,1721,471,201000
8777,0,1272,1272,2200,0,145900
10237,0,1316,1316,1316,397,169990
8012,0,1604,1617,1617,533,193000
10240,157,1686,1686,1686,612,207500
15611,0,1126,1126,1126,540,175000
11999,340,1181,1234,2374,656,285000
9900,342,832,1098,1978,486,176000
11838,0,1753,1788,1788,522,236500
13006,285,964,993,2236,642,222000
8925,0,1466,1466,1466,610,201000
9100,0,925,925,925,429,117500
11670,302,1905,1905,1905,788,320000
8487,210,1500,1500,1500,570,190000
27650,0,585,2069,2069,505,242000
5825,108,600,747,747,528,79900
10083,103,1176,1200,1200,555,184900
9675,0,1113,1113,1971,689,253000
8760,0,1391,1391,1962,868,239799
24090,0,1032,1207,2403,349,244400
12640,0,1728,1728,1728,574,150900
8755,298,992,1022,2060,390,214000
7711,0,1440,1440,1440,0,150000
25000,0,1632,1632,1632,576,143000
14375,541,819,1344,1344,525,137500
8820,0,1088,1188,1869,456,124900
8163,128,1144,1144,1144,796,143000
14536,236,1616,1629,1629,808,270000
14006,144,936,936,1776,474,192500
9360,0,1161,1381,1381,676,197500
7200,0,864,864,864,720,129000
7800,0,828,965,965,300,119900
7200,0,768,768,768,396,133900
11075,232,784,1168,1968,530,172000
9400,250,945,980,980,0,127500
7136,423,979,979,1958,492,145000
1300,0,561,561,1229,462,124000
7420,0,1057,1057,1057,576,132000
8450,0,1337,1337,1337,531,185000
2572,0,696,696,1416,484,155000
7207,0,858,858,858,0,116500
12227,424,1330,1542,2872,619,272000
2308,0,804,804,1548,440,155000
11923,0,1800,1800,1800,702,239000
11316,44,817,824,1894,510,214900
10237,0,783,783,1484,393,178900
9600,0,728,976,1308,256,160000
7390,151,1098,1098,1098,260,135000
5925,0,600,600,968,0,37900
10382,105,588,1095,1095,264,140000
10800,0,720,720,1192,0,135000
2268,106,764,764,1626,474,173000
7892,0,918,918,918,264,99500
11639,103,1428,1428,1428,480,182000
11414,0,728,1136,2019,532,167500
2651,0,673,673,1382,490,165000
5900,0,440,869,869,0,85500
4274,103,1241,1241,1241,569,199900
9450,0,894,894,894,400,110000
8816,0,1121,1121,1121,480,139000
12122,210,944,999,999,588,178400
12203,975,1225,1276,2612,676,336000
3182,16,1266,1266,1266,388,159895
11250,0,1128,1149,2290,779,255900
10125,0,0,1302,1734,539,126000
10880,0,1164,1164,1164,240,125000
5310,0,485,1001,1635,255,117000
10159,450,1930,1940,1940,606,395192
12046,298,848,1118,2030,551,195000
8125,0,770,778,1576,614,197000
9452,423,1396,1407,2392,870,348000
17671,0,916,916,1742,424,168000
9760,340,822,1020,1851,440,187000
8846,0,750,750,1500,564,173900
12456,230,1700,1718,1718,786,337500
4712,0,747,774,1230,305,121600
10659,0,1050,1050,1050,368,136500
11717,571,1442,1442,1442,615,185000
9786,0,1007,1077,1077,210,91000
6762,24,1187,1208,1208,632,206000
10206,0,0,944,944,528,82000
5400,0,691,691,691,216,86000
11957,53,1574,1574,1574,824,232000
11500,164,1680,1680,1680,528,136905
3182,16,1346,1504,1504,457,181000
8385,220,985,985,985,328,149900
12155,0,1657,1657,1657,484,163500
2217,0,546,546,1092,286,88000
12118,108,1710,1710,1710,550,240000
6000,0,1008,1008,1522,0,102000
21286,0,720,720,1271,312,135000
9825,0,0,1664,1664,0,100000
10592,0,602,900,1502,180,165000
7200,0,1022,1022,1022,280,85000
11664,206,1082,1082,1082,240,119200
8400,0,810,810,1665,528,227000
11883,196,1504,1504,1504,478,203000
5814,0,1220,1360,1360,565,187500
10784,76,384,802,1472,402,160000
3013,145,1362,1506,1506,440,213490
7024,0,1132,1132,1132,451,176000
7406,84,1199,1220,1220,632,194000
9439,0,912,912,1248,160,87000
3182,14,1346,1504,1504,437,191000
15498,0,1565,2898,2898,665,287000
7700,0,882,882,882,461,112500
9300,324,1268,1264,1264,461,167500
9520,338,1638,1646,1646,800,293077
9492,0,768,968,1376,240,105000
1680,281,672,672,1218,264,118000
7082,0,686,948,1928,0,160000
15863,0,824,1687,3082,672,197000
14541,0,1338,1352,2520,796,310000
8125,295,1654,1654,1654,900,230000
6305,0,920,954,954,240,119750
11500,0,0,845,845,290,84000
12898,70,1620,1620,1620,912,315500
9240,396,1055,1055,2263,905,287000
1533,0,546,798,1344,0,97000
1477,0,630,630,630,286,80000
13125,67,1134,1803,1803,484,155000
9130,252,800,800,1632,484,173000
5381,135,1306,1306,1306,624,196000
11839,99,1475,1532,2329,514,262280
9600,0,2524,2524,2524,542,278000
13680,0,0,1733,1733,452,139600
16056,208,1992,1992,2868,716,556581
9245,0,990,990,990,672,145000
21750,75,0,1771,1771,336,115000
11100,0,0,930,930,308,84900
8993,0,1302,1302,1302,436,176485
11175,0,1316,1316,1316,440,200141
9500,272,816,1127,1977,540,165000
8562,145,1216,1526,1526,364,144500
11367,210,1065,1091,1989,586,255000
11361,160,1193,1523,1523,478,180000
7052,240,1364,1364,1364,484,185850
29959,0,973,979,1850,467,248000
11308,154,1104,1130,2184,836,335000
11275,480,854,1096,1991,432,220000
4920,0,1338,1338,1338,582,213500
18000,0,894,894,894,1248,81000
13600,0,662,1422,2337,560,90000
6000,0,1103,1103,1103,440,110500
11000,200,1154,1154,1154,480,154000
14000,0,1306,1306,2260,533,328000
7837,0,799,799,1571,380,178000
9760,360,780,798,1611,442,167900
3964,0,942,1291,2521,576,151400
9600,0,845,893,893,576,135000
10152,120,1048,1048,1048,286,135000
11700,0,727,829,1556,441,154000
7585,0,810,1002,1456,280,91500
7950,140,690,698,1426,440,159500
8556,0,1240,1240,1240,826,194000
13125,0,800,960,1740,240,219500
10800,0,796,1096,1466,566,170000
15870,0,1096,1096,1096,299,138800
4435,169,848,848,848,420,155900
8775,0,990,990,990,299,126000
11040,144,1258,1258,1258,528,145000
7500,0,1040,1040,1040,308,133000
8749,100,1459,1459,1459,527,192000
8800,425,1251,1251,1251,461,160000
13031,0,691,691,1498,409,187500
9069,0,936,996,996,564,147000
1974,0,546,546,1092,286,83500
10574,0,1082,1082,1953,1043,252000
2522,50,970,970,1709,380,137500
3316,0,1247,1247,1247,550,197000
8544,0,0,1040,1040,400,92900
2160,212,600,624,1252,462,160000
8400,0,1181,1390,1694,576,136500
9230,166,864,1200,1200,884,146000
5868,0,936,936,936,308,129000
9317,0,1314,1314,1314,440,176432
6882,0,684,773,1355,0,127000
3696,0,1074,1088,1088,461,170000
6000,0,672,757,1324,240,128000
11880,206,1271,1601,1601,478,157000
8400,0,290,438,438,246,60000
9758,0,950,950,950,280,119500
7000,45,1010,1134,1134,254,135000
8910,0,655,1194,1194,539,159500
2016,304,630,630,1302,440,106000
12256,362,1463,1500,2622,712,325000
10357,0,910,1442,1442,719,179900
23257,0,868,887,2021,422,274725
8063,0,924,948,1690,463,181000
11362,42,1836,1836,1836,862,280000
8000,0,773,773,1658,431,188000
10480,660,803,1098,1964,483,205000
7100,0,816,816,816,308,129900
8923,0,1008,1008,1008,240,134500
5400,0,833,833,833,326,117000
12085,328,1734,1734,1734,928,318000
7750,0,408,779,1419,527,184100
9764,0,894,894,894,450,130000
13825,0,533,1021,1601,300,140000
7560,0,1040,1040,1040,286,133700
8263,0,1012,1012,1012,308,118400
10084,196,1552,1552,1552,782,212900
8926,0,672,960,960,288,112000
9405,0,698,698,698,0,118000
9125,170,384,812,1482,392,163900
10434,0,1005,1005,1005,672,115000
3684,130,1373,1555,1555,660,174000
14572,0,1530,1530,1530,630,259000
11796,0,847,847,1959,434,215000
7200,180,936,936,936,672,140000
7804,0,1122,1328,1981,576,135000
10712,0,974,974,974,0,93500
9900,0,1008,1178,2210,205,117500
9828,0,1128,1142,2020,466,239500
8773,0,916,916,1600,460,169000
6180,0,960,986,986,180,102000
9600,0,1032,1032,1252,288,119000
6342,0,780,780,1020,0,94000
9819,0,1567,1567,1567,714,196000
8731,0,915,1167,1167,495,144000
7350,0,952,952,952,840,139000
10304,44,780,1088,1868,484,197500
9965,340,1466,1466,2828,1052,424870
9000,0,1006,1006,1006,0,80000
12180,0,672,672,924,280,80000
6240,0,1042,1042,1576,225,149000
11200,85,1298,1298,1298,403,180000
12000,0,704,860,1564,234,174500
5700,0,572,572,1111,288,116900
9000,0,650,832,1482,324,143000
8280,0,932,932,932,306,124000
17755,132,1466,1466,1466,528,149900
14115,0,1073,1811,1811,470,230000
5890,0,816,816,816,432,120500
13700,288,864,902,1820,492,201800
10768,0,1437,1437,1437,528,218000
9350,0,1219,1265,1265,502,179900
5001,166,1314,1314,1314,626,230000
11932,186,1580,1580,1580,830,235128
9120,270,901,943,1876,540,185000
2280,0,855,855,1456,440,146000
14778,72,1296,1640,1640,924,224000
8724,0,894,894,894,450,129000
12900,0,1198,1258,1258,400,108959
16157,0,1360,1432,1432,588,194000
9541,268,1502,1502,1502,644,233170
10475,72,1694,1694,1694,776,245350
10852,0,959,959,1671,472,173000
13728,0,1127,1236,2108,540,235000
35760,1378,1930,1831,3627,807,625000
9880,0,1096,1118,1118,358,171000
9120,0,1261,1261,1261,433,163000
4017,0,625,625,1250,625,171900
18030,0,1598,1636,3086,0,200500
16560,0,952,1170,2345,360,239000
10678,337,1683,2129,2872,541,285000
6951,0,876,923,923,264,119500
3950,0,818,818,1224,210,115000
7681,0,731,820,1343,186,154900
8335,0,0,1124,1124,0,93000
11170,0,1216,1298,2514,693,250000
5587,186,1600,1652,1652,482,392500
15623,0,2396,2411,4476,813,745000
10800,0,1120,1130,1130,720,120000
35133,226,1572,1572,1572,995,186700
9738,0,784,949,1221,392,104900
10615,0,978,1014,1699,420,95000
12461,0,1624,1624,1624,757,262000
8935,95,831,831,1660,493,195000
7500,0,994,1028,1804,442,189000
32463,149,1249,1622,1622,1356,168000
2645,456,776,764,1441,492,174000
9600,0,702,842,1472,250,125000
4500,425,1224,1224,1224,402,165000
9364,143,663,663,1352,299,158000
8029,0,728,728,1456,400,176000
14054,0,879,879,1863,660,219210
8850,0,815,815,1690,225,144000
9100,0,1212,1212,1212,573,178000
11235,51,1051,1382,1382,459,148000
9353,0,864,864,864,280,116050
10400,0,866,866,1779,546,197900
6000,0,884,884,1348,216,117000
9750,171,1630,1630,1630,451,213000
10140,0,1056,1074,1074,495,153500
14684,234,2158,2196,2196,701,271900
8900,0,1056,1056,1056,384,107000
9135,120,1682,1700,1700,544,200000
7763,0,931,1283,1283,506,140000
10182,420,1660,1660,1660,500,290000
11218,0,1055,1055,1845,462,189000
12134,0,559,1080,1752,492,164000
9340,0,672,672,672,234,113000
10246,0,648,960,960,364,145000
10205,0,925,999,999,300,134500
7094,0,894,894,894,384,125000
8930,0,0,1318,1902,539,112000
8640,72,1300,1314,1314,552,229456
6240,0,0,672,912,0,80500
1680,236,672,672,1218,0,91500
7800,0,912,912,912,288,115000
8250,0,952,1211,1211,322,134000
10496,320,1040,1168,1846,315,143000
10680,44,2136,2136,2136,528,137900
15384,0,788,788,1490,388,184000
10482,63,588,1138,1138,264,145000
14598,74,894,894,1933,668,214000
8872,300,912,912,912,576,147000
8769,766,1702,1702,1702,1052,367294
7910,0,1075,1507,1507,404,127000
18890,1,1361,1361,2620,600,190000
7728,120,1106,1190,1190,540,132500
9842,0,0,1224,1224,462,101800
12160,180,1188,1188,1188,531,142000
8525,0,940,1024,1964,0,130000
13132,0,747,892,1784,180,138887
2628,106,764,764,1626,474,175500
12393,0,847,847,1948,434,195000
13072,0,1141,1141,1141,484,142500
9037,32,1476,1484,1484,472,265900
8158,252,884,884,1768,543,224900
9849,0,1689,1689,1689,954,248328
10625,81,1053,1173,1173,528,170000
13891,103,2076,2076,2076,850,465000
11435,0,792,792,1517,400,230000
12090,74,585,1140,1868,477,178000
8125,0,756,756,1553,615,186500
12328,335,1012,1034,1034,888,169900
9600,0,735,1134,2058,396,129500
7200,0,876,988,988,276,119000
11160,0,2110,2110,2110,522,244000
3136,163,1405,1405,1405,478,171750
9858,0,864,874,874,288,130000
17542,0,1192,1516,2167,518,294000
6931,92,746,760,1656,397,165400
6240,0,884,959,1367,560,127500
14303,554,1986,1987,1987,691,301500
4060,0,864,864,864,0,99900
9587,182,856,1166,1166,400,190000
9750,0,1054,1054,1054,460,151000
24682,0,841,892,1675,502,181000
9600,0,1050,1050,1050,338,128900
11250,0,1104,1104,1788,304,161500
13515,0,764,1060,1824,520,180500
4060,0,1405,1337,1337,511,181000
3735,218,691,713,1452,506,183900
10120,0,925,964,1889,308,122000
13214,0,2002,2018,2018,746,378500
14100,632,728,1968,3447,1014,381000
11344,180,874,874,1524,315,144000
23595,0,1332,1332,1524,586,260000
9156,0,1489,1489,1489,462,185750
13526,114,935,935,935,288,137000
11512,84,1019,1357,1357,312,177000
5362,0,661,661,1250,552,139000
11345,567,928,928,1920,400,137000
12936,0,723,735,1395,497,162000
17871,359,1680,1724,1724,480,197900
9473,103,1128,1128,2031,577,237000
7500,0,698,698,1128,528,68400
9808,110,1573,1573,1573,544,227000
8049,54,1309,1339,1339,484,180000
8800,0,1040,1040,1040,484,150500
9400,0,912,912,1824,0,139000
9638,0,804,1699,2447,336,169000
6000,0,780,825,1412,280,132500
9790,451,1328,1328,1328,528,143000
36500,621,1624,1582,1582,390,190000
5664,0,1501,1659,1659,499,278000
11065,788,1085,1120,1970,753,281000
14112,86,1152,1152,1152,484,180500
1680,268,630,630,1302,264,119500
6600,0,994,1378,2372,432,107500
10140,0,832,832,1664,528,162900
8172,0,864,864,864,572,115000
8400,168,1052,1052,1052,288,138500
8700,148,1120,1128,1128,525,155000
3675,82,547,1072,1072,525,140000
63887,796,6110,4692,5642,1418,160000
7500,0,1246,1246,1246,305,154000
10762,344,978,1005,1983,490,225000
7500,0,771,753,1494,213,177500
10120,391,1165,1203,2526,844,290000
8688,228,1616,1616,1616,834,232000
3363,117,976,976,1708,380,130000
13173,300,1652,1652,1652,840,325000
6955,94,1368,1368,1368,474,202500
8072,0,990,990,990,480,138000
12000,0,924,1122,1122,528,147000
7153,88,1278,1294,1294,496,179200
17500,0,1902,1902,1902,567,335000
8814,80,1274,1274,1274,508,203000
9572,336,1453,1453,2810,750,302000
14774,165,1393,1422,2599,779,333168
8190,0,948,948,948,280,119000
11075,0,952,1092,2112,576,206900
10226,270,1622,1630,1630,860,295493
4230,0,1352,1352,1352,466,208900
14781,178,1753,1787,1787,748,275000
10215,132,864,948,948,248,111000
8400,0,1478,1478,1478,442,156500
6627,0,0,720,720,287,72500
10186,0,750,1061,1923,564,190000
5330,0,420,708,708,0,82500
9986,428,1795,1795,1795,895,147000
3636,0,796,796,796,0,55000
4270,0,544,774,774,0,79000
6600,0,816,816,816,264,130500
10440,0,1510,1584,2792,520,256000
9084,0,935,955,1632,462,176500
10000,410,1588,1588,1588,825,227000
10780,0,911,954,954,576,132500
8877,0,816,816,816,288,100000
7200,0,803,803,1360,297,125500
2368,312,765,765,1365,440,125000
9650,360,1350,1334,1334,630,167900
9246,564,1656,1656,1656,506,135000
4118,0,693,693,693,0,52500
13450,0,916,920,1861,492,200000
9560,0,864,864,864,288,128500
8294,0,858,872,872,480,123000
13695,0,1114,1114,1114,576,155000
9375,149,1284,1284,2169,647,228500
7558,0,896,1172,1913,342,177000
11103,0,728,728,1456,440,155835
6000,0,960,960,960,308,108500
20781,0,1568,2156,2156,508,262500
15306,100,1732,1776,1776,712,283463
16196,0,1482,1494,1494,514,215000
5250,0,684,938,2358,0,122000
11643,368,1248,1338,2634,968,200000
9247,318,858,858,1716,490,171000
6000,0,698,786,1176,624,134900
14720,579,2033,2053,3238,666,410000
10316,0,992,992,1865,839,235000
10192,143,570,1222,1920,487,170000
9477,65,864,892,892,264,110000
12537,0,1078,1078,1078,500,149900
2117,216,756,769,1573,440,177500
16737,66,1980,1980,1980,770,315000
9842,0,612,990,2601,621,189000
16158,16,1530,1530,1530,430,260000
12513,0,715,1281,1738,368,104900
8499,0,616,616,1412,432,156932
3180,0,600,520,1200,480,144152
7500,0,814,814,1674,663,216000
9179,158,873,882,1790,588,193000
2665,0,757,925,1475,336,127000
4435,170,848,848,848,420,144000
10635,171,1657,1668,1668,502,232000
5400,0,840,840,1374,338,105000
9600,0,992,1661,1661,377,165500
9750,0,1108,1108,2097,583,274300
11400,705,2633,2633,2633,804,466500
10625,0,1026,1026,1958,936,250000
10991,80,1571,1571,1571,722,239000
6292,0,768,790,790,160,91000
10998,0,984,984,1604,660,117000
1953,408,483,483,987,264,83000
9735,0,384,754,1394,400,167500
8212,0,864,864,864,200,58500
12925,0,1205,2117,2117,550,237500
7200,0,596,998,1762,576,157000
25339,0,816,1416,1416,576,112000
9060,0,560,698,1258,280,105000
5436,0,796,796,1154,240,125500
16692,184,1392,1392,2784,564,250000
8520,0,714,1664,2526,216,136000
14892,160,1746,1746,1746,758,377500
6000,0,735,869,1218,440,131000
9100,244,1525,1525,1525,541,235000
8944,0,1584,1584,1584,792,124000
7838,0,864,900,900,288,123000
10800,0,482,1221,1912,672,163000
4045,45,1356,1500,1500,648,246578
12665,245,1094,1133,2482,642,281213
57200,0,747,1687,1687,572,160000
6120,0,939,939,1513,180,137500
7200,0,1208,1136,1904,240,138000
6171,0,976,1160,1608,216,137450
6000,0,862,950,1158,208,120000
7415,0,839,864,1593,398,193000
6762,0,1286,1294,1294,662,193879
15256,84,1485,1464,1464,754,282922
10410,0,672,694,1214,936,105000
3842,174,1594,1646,1646,482,275000
8445,0,768,768,768,396,133000
8780,0,833,833,833,0,112000
7740,0,622,741,1363,528,125500
20544,123,791,1236,2093,542,215000
12420,0,944,944,1840,622,230000
9600,0,856,1112,1668,271,140000
7200,0,0,1040,1040,420,90000
10994,366,1844,1844,1844,620,257000
13053,0,833,1053,1848,370,207000
3635,130,1386,1569,1569,660,175900
11340,0,777,1246,2290,560,122500
16545,731,1284,1310,2450,1069,340000
9204,0,1144,1144,1144,336,124000
16381,312,1844,1844,1844,540,223000
11700,420,708,708,1416,776,179900
4043,0,1069,1069,1069,440,127500
4435,170,848,848,848,420,136500
19690,0,697,1575,2201,432,274970
9503,0,1024,1344,1344,484,144000
10721,243,1252,1252,1252,528,142000
10944,448,1223,1223,2127,525,271000
10930,0,913,1048,1558,288,140000
7200,294,788,804,804,240,119000
12546,310,1440,1440,1440,467,182900
21930,0,732,734,1838,372,192140
4928,0,958,958,958,440,143750
10800,0,656,968,968,216,64500
10261,318,936,962,1792,451,186500
17400,0,1126,1126,1126,484,160000
8400,237,1319,1537,1537,462,174000
9000,0,864,864,864,528,120500
12444,426,1932,1932,1932,774,394617
7407,0,912,1236,1236,923,149700
11584,96,539,1040,1725,550,197000
11526,0,588,1423,2555,672,191000
4426,147,848,848,848,420,149300
11003,160,1017,1026,2007,812,310000
8854,0,952,952,952,192,121000
8500,106,1422,1422,1422,626,179600
8400,0,814,913,913,240,129000
26142,189,1188,1188,1188,312,157900
10000,438,1220,1220,2090,556,240000
11767,0,560,796,1346,384,112000
1533,0,630,630,630,0,92000
9000,0,896,896,1792,0,136000
9262,194,1573,1578,1578,840,287090
3675,80,547,1072,1072,525,145000
17217,0,1140,1140,1140,0,84500
7500,0,1221,1221,1221,400,185000
7917,0,953,953,1647,460,175000
13175,119,1542,2073,2073,500,210000
9042,0,1152,1188,2340,252,266500
9717,0,1078,1078,1078,240,142125
9937,0,1256,1256,1256,276,147500
